fund_id,transaction_date,firm_id,transaction_type,transaction_amount,cumulative_contribution,cumulative_distribution,net_cashflow
97535,2023-12-31,40167,Value,10276115.68,-7995852.78,1434384.03,-6561468.75
97653,2023-12-31,1886,Value,10588328.12,-7500000,1400000.03,-6099999.98
97717,2023-12-31,345712,Value,10644000,-8580000,0,-8580000
97725,2023-12-31,1383,Value,6916153.4,-7140086.6,1545816.97,-5594269.63
97800,2023-12-31,710,Value,11350229.64,-9627952.24,2351929.84,-7276022.4
97967,2023-12-31,107362,Value,11518679.7,-8984439.4,315703.59,-8668735.81
98171,2023-12-31,24,Value,8511428.87,-6949999.98,220708.44,-6729291.54
98339,2023-12-31,9048,Value,6771057.5,-7410000,0,-7410000
98371,2023-12-31,171995,Value,3956822.8,-4000000,0,-4000000
98376,2023-12-31,1886,Value,10233312.57,-7450000,350000.03,-7099999.97
98608,2023-12-31,461,Value,14915802.29,-10048214.29,0,-10048214.29
98683,2023-12-31,8072,Value,12316666.67,-8300000,0,-8300000
98684,2023-12-31,8072,Value,14140000,-10000000,1758333.3,-8241666.7
98727,2023-12-31,14457,Value,17774674,-9200000,6032053.51,-3167946.49
98819,2023-12-31,315376,Value,17069468.31,-10000000,8708088.5,-1291911.5
98820,2023-12-31,315376,Value,13423429.14,-10000000,1016713.5,-8983286.5
98891,2023-12-31,110193,Value,12087962.3,-10000000,117908,-9882092
98922,2023-12-31,2166,Value,12518430.3,-9578572.2,948092.92,-8630479.28
99097,2023-12-31,40,Value,17175786.3,-9549000,0,-9549000
99155,2023-12-31,537,Value,8570723.5,-8150000,890778.54,-7259221.46
99159,2023-12-31,413355,Value,13117196.7,-10570350.1,5313690.37,-5256659.73
99189,2023-12-31,718,Value,12984936.99,-10606652.82,4981652.83,-5624999.99
99219,2023-12-31,10775,Value,9009922,-6955000,0,-6955000
99446,2023-12-31,2304,Value,7438709,-7006689.6,64858.4,-6941831.2
99526,2023-12-31,1694,Value,14925965,-9967275,1148586.71,-8818688.29
99683,2023-12-31,283964,Value,6430000,-10000000,5560000,-4440000
99748,2023-12-31,4698,Value,8156366.4,-7364000,0,-7364000
99769,2023-12-31,131390,Value,12384350.34,-6249866,2450269.03,-3799596.97
99780,2023-12-31,6198,Value,7214526,-9130000,12339195,3209195
99818,2023-12-31,2476,Value,14607630,-9090000,1708920,-7381080
99898,2023-12-31,780,Value,13193995,-9497731,0,-9497731
100037,2023-12-31,2317,Value,10921516.29,-7914984.09,1558890.47,-6356093.62
100038,2023-12-31,2317,Value,8764969.2,-6942000,1660526.4,-5281473.6
100107,2023-12-31,116934,Value,11906169,-9202562,0,-9202562
100146,2023-12-31,112924,Value,9624578.67,-8340550.67,0,-8340550.67
100148,2023-12-31,112924,Value,12280853.33,-9822364,16655.98,-9805708.02
100157,2023-12-31,355,Value,9615250,-7358480,1604654.98,-5753825.02
100161,2023-12-31,54274,Value,9477676,-8151152,1034802.03,-7116349.97
100183,2023-12-31,2379,Value,7967666.67,-6189000,2007666.67,-4181333.33
100251,2023-12-31,145253,Value,8450937.2,-10135056.8,2949679.97,-7185376.83
100255,2023-12-31,321276,Value,28070642,-8450000,0,-8450000
100377,2023-12-31,93335,Value,10216444.44,-7775111.11,369555.54,-7405555.57
100415,2023-12-31,651,Value,7729328.54,-9916105.47,5709976.63,-4206128.84
100435,2023-12-31,6372,Value,14673391.95,-10015937.81,2816265.67,-7199672.14
100439,2023-12-31,198087,Value,8092380,-6200000,0,-6200000
100441,2023-12-31,121464,Value,11136190,-9078775.4,85.98,-9078689.42
100644,2023-12-31,577,Value,8012958.75,-6276948.66,759.45,-6276189.21
100675,2023-12-31,23,Value,6022187.55,-4975000,0,-4975000
100960,2023-12-31,15554,Value,9822688.5,-7961074.26,408359.72,-7552714.54
100961,2023-12-31,672,Value,10428770,-8390000,2013600,-6376400
101059,2023-12-31,14411,Value,9002524.2,-10009787.3,5523365.83,-4486421.47
101066,2023-12-31,479,Value,7612510.46,-7951869.78,1706785.04,-6245084.74
101084,2023-12-31,567,Value,5929.69,-226563.04,0,-226563.04
101098,2023-12-31,361,Value,16088805.27,-10007039.6,515003.39,-9492036.21
101248,2023-12-31,2264,Value,10530000,-9000000,900000,-8100000
101580,2023-12-31,109575,Value,5140182.9,-5151000,0,-5151000
101661,2023-12-31,413355,Value,10897172.39,-9650906.14,2125010.73,-7525895.41
101718,2023-12-31,384,Value,10848000,-9600000,0,-9600000
101722,2023-12-31,1374,Value,10783956.96,-10000000,746901.8,-9253098.2
101787,2023-12-31,208359,Value,12944474.66,-8000000,0,-8000000
101931,2023-12-31,13322,Value,8500117.85,-8552139.14,56212.97,-8495926.16
101994,2023-12-31,8966,Value,1764257.2,-7293101.78,0,-7293101.78
102267,2023-12-31,10186,Value,4534793.29,-4440549.52,0,-4440549.52
102304,2023-12-31,733,Value,0,-8259900,21453766.27,13193866.27
102322,2023-12-31,51192,Value,5198000,-4520000,0,-4520000
102377,2023-12-31,5411,Value,9619195,-7328066.5,2302760.48,-5025306.02
102468,2023-12-31,1597,Value,10451700,-9000000,0,-9000000
102538,2023-12-31,15,Value,8868200,-6380000,510400,-5869600
102555,2023-12-31,96,Value,7635129.14,-6855327.99,24514.31,-6830813.68
102627,2023-12-31,20331,Value,5355680,-6086000,0,-6086000
102672,2023-12-31,5937,Value,4093042.5,-6517357.5,23504.52,-6493852.98
102690,2023-12-31,23,Value,11228075,-9600000,0,-9600000
102699,2023-12-31,222913,Value,10127991.5,-6453712.5,195796.99,-6257915.51
102733,2023-12-31,168131,Value,8995469.4,-10028507.8,941841.95,-9086665.85
102810,2023-12-31,1480,Value,11114666.66,-9565333.33,5908666.62,-3656666.71
102846,2023-12-31,111,Value,2824204.99,-1676963.32,0,-1676963.32
102849,2023-12-31,91659,Value,7942050.55,-7275584.73,4549460.38,-2726124.35
102872,2023-12-31,11324,Value,7093918.8,-7198076.8,1177575.2,-6020501.6
102895,2023-12-31,167467,Value,12763818.17,-8864727.27,0,-8864727.27
102909,2023-12-31,161,Value,17666666.68,-9416666.67,1666666.66,-7750000.01
103055,2023-12-31,2476,Value,13131440,-9170000,27510,-9142490
103056,2023-12-31,2476,Value,44190000,-10000000,0,-10000000
103062,2023-12-31,6663,Value,13860883.67,-8961853,0,-8961853
103101,2023-12-31,22829,Value,9271485,-6487637.5,419018.34,-6068619.16
103112,2023-12-31,29928,Value,8758400,-7360000,0,-7360000
103113,2023-12-31,11998,Value,8592782.3,-9117875.2,18108.1,-9099767.1
103133,2023-12-31,1085,Value,9120000,-8000000,0,-8000000
103175,2023-12-31,25049,Value,7808238.9,-7623000,0,-7623000
103203,2023-12-31,5571,Value,10020000,-7500000,0,-7500000
103204,2023-12-31,2214,Value,9131990.66,-8175000,0,-8175000
103316,2023-12-31,97941,Value,17054262.26,-7648017.02,1154379.53,-6493637.49
103768,2023-12-31,168964,Value,13113386.67,-9101206.67,0,-9101206.67
103773,2023-12-31,1357,Value,13081305,-9800000,925000.05,-8874999.95
103776,2023-12-31,814,Value,12131532.6,-9661825.8,2535084.15,-7126741.65
103777,2023-12-31,66152,Value,5607680,-4160000,24960,-4135040
103842,2023-12-31,438,Value,8110820.4,-6562170,2161830.19,-4400339.81
103934,2023-12-31,725,Value,12001250,-10000000,0,-10000000
103995,2023-12-31,13158,Value,11233307.8,-9750000,450000.04,-9299999.96
104138,2023-12-31,130930,Value,9286214,-7830000,0,-7830000
104201,2023-12-31,297911,Value,9835191.49,-7768312.31,560660.7,-7207651.61
104216,2023-12-31,54,Value,10000896.6,-10222592.6,2715462.54,-7507130.06
104339,2023-12-31,200076,Value,4415548.54,-5125819.08,12026101.74,6900282.66
104388,2023-12-31,458,Value,9691735.67,-8553288.6,533034.36,-8020254.24
104438,2023-12-31,340813,Value,7958570.83,-6225063.33,98652.5,-6126410.83
104559,2023-12-31,6387,Value,13635000,-9090000,0,-9090000
104604,2023-12-31,329241,Value,8421513.33,-7675553.33,5179199.96,-2496353.37
104806,2023-12-31,51673,Value,5445000,-5500000,0,-5500000
104938,2023-12-31,5177,Value,10499800,-9400000,940000,-8460000
104973,2023-12-31,17815,Value,2361356.86,-2870000,0,-2870000
105000,2023-12-31,365,Value,10334213.12,-9418942.64,1685022.09,-7733920.55
105005,2023-12-31,365,Value,9662762.8,-9269137.6,2705244.8,-6563892.8
105078,2023-12-31,332726,Value,6042694.5,-7065000,6585286.5,-479713.5
105129,2023-12-31,12475,Value,8443208.44,-8667183.11,3952239.57,-4714943.54
105261,2023-12-31,7,Value,2630736.9,-2631000,0,-2631000
105442,2023-12-31,718,Value,12716747,-9850000,0,-9850000
105490,2023-12-31,202,Value,8757307.5,-8794468.5,5333197.96,-3461270.54
105556,2023-12-31,672,Value,12101940,-9210000,0,-9210000
105565,2023-12-31,173553,Value,11102000,-9100000,1092000,-8008000
105596,2023-12-31,150669,Value,8625000,-7500000,397500,-7102500
105645,2023-12-31,1632,Value,9918657.29,-9629434.9,1233672.93,-8395761.97
105779,2023-12-31,145994,Value,9614170,-10000000,750000,-9250000
105782,2023-12-31,145994,Value,9643940,-10000000,887110,-9112890
106044,2023-12-31,7234,Value,7938514.5,-5888073.7,120957.81,-5767115.89
106194,2023-12-31,431,Value,10451678.4,-7536000,0,-7536000
106298,2023-12-31,436,Value,5252609.93,-4875977.33,235731.27,-4640246.06
106379,2023-12-31,352756,Value,11545970.66,-8135177.33,0,-8135177.33
106380,2023-12-31,1480,Value,14486682.95,-9730000,63203.45,-9666796.55
106416,2023-12-31,451,Value,4264471.33,-3023798,0,-3023798
106466,2023-12-31,435,Value,12621132.75,-8795483.2,294108.47,-8501374.73
106470,2023-12-31,458,Value,10015864.98,-8365515.62,2158592.14,-6206923.48
106471,2023-12-31,65555,Value,8343752,-9000000,0,-9000000
106494,2023-12-31,506,Value,8763921,-8919000,269999.98,-8649000.02
106510,2023-12-31,195367,Value,33580000,-10000000,0,-10000000
106531,2023-12-31,436,Value,10541360.8,-8573000,409789.4,-8163210.6
106532,2023-12-31,355,Value,5516262.54,-3776464.66,1376470.58,-2399994.08
106576,2023-12-31,10770,Value,6514400,-7902800,0,-7902800
106623,2023-12-31,90371,Value,9305200,-8600000,1040600,-7559400
106636,2023-12-31,22035,Value,10893700,-8800000,229827.22,-8570172.78
106637,2023-12-31,22035,Value,9342350.4,-10252246.4,252246.37,-10000000.03
106701,2023-12-31,91,Value,4906422.12,-4117598.85,578635.38,-3538963.47
107101,2023-12-31,1632,Value,12345225.81,-9629308.7,2422539.46,-7206769.24
107145,2023-12-31,589,Value,2919371.4,-2801700,0,-2801700
107167,2023-12-31,11324,Value,7596771,-7629304,0,-7629304
107290,2023-12-31,8971,Value,13317085.96,-8946512.13,0,-8946512.13
107294,2023-12-31,2385,Value,7143430.44,-7100387.92,25416.34,-7074971.58
107419,2023-12-31,357988,Value,7341499.02,-8000000,4640269.2,-3359730.8
107477,2023-12-31,1718,Value,3360000,-4000000,960000,-3040000
107541,2023-12-31,1317,Value,6705939.8,-7948882.4,2505268.98,-5443613.42
107571,2023-12-31,303,Value,8738950.2,-8640000,1898288.44,-6741711.56
107596,2023-12-31,2447,Value,8824000,-7057750,134499.97,-6923250.03
107598,2023-12-31,34987,Value,4638395,-5090000,0,-5090000
107608,2023-12-31,170939,Value,9098838,-7197124.4,815707.97,-6381416.43
107712,2023-12-31,24620,Value,9397687.4,-9362352.6,138014.56,-9224338.04
107789,2023-12-31,175596,Value,6265000,-6407000,0,-6407000
107813,2023-12-31,227357,Value,13087193.34,-9738750.67,1161021.33,-8577729.34
107920,2023-12-31,461,Value,12144400,-9200000,0,-9200000
107921,2023-12-31,461,Value,11880487.87,-9500000,0,-9500000
107958,2023-12-31,13350,Value,7928195.8,-9969117.2,5158891.84,-4810225.36
107962,2023-12-31,100681,Value,10235042.6,-9598092.4,527353.85,-9070738.55
108122,2023-12-31,111,Value,5010960,-4657280,725599.99,-3931680.01
108138,2023-12-31,372,Value,1551568.25,-2333272.8,1441008.84,-892263.96
108370,2023-12-31,5020,Value,9700000,-9000000,0,-9000000
108386,2023-12-31,1718,Value,6100000,-6100000,0,-6100000
108388,2023-12-31,1718,Value,3523500,-4350000,0,-4350000
108570,2023-12-31,93,Value,8330000,-8330000,0,-8330000
108654,2023-12-31,227070,Value,3545664.5,-4107071.96,0,-4107071.96
109071,2023-12-31,48800,Value,12440331.28,-9083169.74,1327853.32,-7755316.42
109316,2023-12-31,22036,Value,9645932.8,-7784000,0,-7784000
109335,2023-12-31,118,Value,12657330,-9050000,2465220,-6584780
109355,2023-12-31,353515,Value,7969368,-7555440,1002371.69,-6553068.31
109433,2023-12-31,2435,Value,7032936.81,-7043699.19,0,-7043699.19
109449,2023-12-31,148770,Value,12527884.67,-9993690.67,1570948.71,-8422741.96
109468,2023-12-31,93,Value,12130833.34,-8320000,0,-8320000
109547,2023-12-31,416,Value,13053916.3,-9047000,42520.9,-9004479.1
109584,2023-12-31,54,Value,11054592.77,-9086071.39,1839902.74,-7246168.65
109711,2023-12-31,189709,Value,8352914.43,-9349602.96,2328610.06,-7020992.9
109727,2023-12-31,62798,Value,4216570,-5750246,0,-5750246
109810,2023-12-31,124,Value,4644472.2,-4839000,0,-4839000
109815,2023-12-31,6322,Value,5223880.85,-4180759.15,0,-4180759.15
109820,2023-12-31,58455,Value,7093051.27,-8355851.09,4428835.63,-3927015.46
109821,2023-12-31,18,Value,5439466.68,-5279999.99,0,-5279999.99
109957,2023-12-31,1489,Value,7040000,-6400000,0,-6400000
110104,2023-12-31,367,Value,3437532.03,-2295947.37,43762.5,-2252184.87
110121,2023-12-31,182138,Value,5018310,-5600000,0,-5600000
110303,2023-12-31,240230,Value,4737036.3,-3400280.7,577040.11,-2823240.59
110310,2023-12-31,558,Value,8146190,-7805944,849367.97,-6956576.03
110316,2023-12-31,183509,Value,8249400,-9000000,0,-9000000
110388,2023-12-31,302,Value,10748577.33,-9205022.93,1037789.75,-8167233.18
110389,2023-12-31,538,Value,9668073.28,-7901542.98,96509.13,-7805033.85
110392,2023-12-31,61918,Value,9566666.67,-10000000,0,-10000000
110546,2023-12-31,9052,Value,7951258,-9164107,2524.99,-9161582.01
110625,2023-12-31,368776,Value,9631050.67,-7883612.67,0,-7883612.67
110681,2023-12-31,710,Value,9775909.09,-8593181.82,0,-8593181.82
110718,2023-12-31,462,Value,9418886,-8116155.73,371769.12,-7744386.61
111095,2023-12-31,459,Value,7522863.65,-5600000,554724.18,-5045275.82
111315,2023-12-31,25346,Value,9609692.22,-7694305.78,3755494.47,-3938811.31
111693,2023-12-31,175718,Value,8116905,-7225652.67,643633.68,-6582018.99
111694,2023-12-31,10869,Value,11881818,-8300000,0,-8300000
111696,2023-12-31,906,Value,9554524.76,-10000000,487500,-9512500
112075,2023-12-31,176053,Value,7799260,-5800000,0,-5800000
112124,2023-12-31,11822,Value,813600,-900000,0,-900000
112238,2023-12-31,690,Value,8138600,-8925000,0,-8925000
112286,2023-12-31,8078,Value,6813410.43,-7350000,489216.15,-6860783.85
112422,2023-12-31,302,Value,10791945.2,-7865000,0,-7865000
112624,2023-12-31,1465,Value,6097723.56,-6162565,1513646.32,-4648918.68
112716,2023-12-31,108730,Value,6166501.6,-4648000,0,-4648000
112755,2023-12-31,672,Value,11986800,-8400000,187320,-8212680
112957,2023-12-31,2901,Value,11046153.85,-9015384.62,215384.57,-8800000.05
113022,2023-12-31,8661,Value,17932315,-8650000,926415,-7723585
113029,2023-12-31,1632,Value,11911250,-9980000,0,-9980000
113077,2023-12-31,77,Value,9364680,-8280000,0,-8280000
113082,2023-12-31,18,Value,7448163.46,-6830000.09,816081.06,-6013919.03
113084,2023-12-31,18,Value,5716469.92,-5875000.15,390751.84,-5484248.31
113203,2023-12-31,145015,Value,7779969.5,-7266710,0,-7266710
113523,2023-12-31,146600,Value,9267341.36,-6668255.81,317003.68,-6351252.13
113570,2023-12-31,1357,Value,6790666,-6800000,0,-6800000
113659,2023-12-31,93335,Value,5753555.56,-6325111.11,1522444.44,-4802666.67
113689,2023-12-31,4170,Value,8033428.6,-5900000,26148.68,-5873851.32
113737,2023-12-31,6307,Value,8135460.64,-7234457.57,0,-7234457.57
113741,2023-12-31,466,Value,8222678.8,-7800000,81657.58,-7718342.42
113750,2023-12-31,164017,Value,9788509.37,-10732878.69,8078385.46,-2654493.23
113765,2023-12-31,906,Value,15794486,-9800000,0,-9800000
113766,2023-12-31,906,Value,10738237.33,-9850000,0,-9850000
113861,2023-12-31,2205,Value,9350348.04,-7494199.54,2900231.99,-4593967.55
113893,2023-12-31,24,Value,5425537.01,-5250000,175827.65,-5074172.36
113943,2023-12-31,99212,Value,12262328.7,-8734223.48,271846.5,-8462376.98
114033,2023-12-31,216023,Value,6287047.49,-6750000,0,-6750000
114044,2023-12-31,111485,Value,11796000,-9830000,0,-9830000
114078,2023-12-31,710,Value,5600000,-5666666.67,444999.99,-5221666.68
114184,2023-12-31,458,Value,8708688.44,-7790200,281255.12,-7508944.88
114245,2023-12-31,545,Value,10708135.8,-8067000,0,-8067000
114262,2023-12-31,116062,Value,11900000,-8500000,2125000,-6375000
114315,2023-12-31,218740,Value,1780860,-1329000,0,-1329000
114362,2023-12-31,1995,Value,7111111.11,-7111111.11,4111111.11,-3000000
114427,2023-12-31,1597,Value,8799340,-9400000,0,-9400000
114429,2023-12-31,11708,Value,4149327.51,-6202098.56,0,-6202098.56
114515,2023-12-31,241635,Value,11176382,-12782234,3760033.97,-9022200.03
114516,2023-12-31,9407,Value,5752544.67,-5350000,0,-5350000
114574,2023-12-31,145956,Value,7502553,-7768180,0,-7768180
114603,2023-12-31,178284,Value,6151988.5,-6979000,299399.1,-6679600.9
114610,2023-12-31,96512,Value,9394400,-9998800,0,-9998800
114618,2023-12-31,152313,Value,13181818.18,-10000000,0,-10000000
114619,2023-12-31,152313,Value,19032258.06,-10000000,0,-10000000
114651,2023-12-31,120008,Value,4430031.45,-4350000,0,-4350000
114652,2023-12-31,14055,Value,10173723.73,-8487805.48,286726.81,-8201078.67
114692,2023-12-31,451,Value,6955260.21,-5175550.68,57348.93,-5118201.75
114780,2023-12-31,2264,Value,10440000,-9000000,450000,-8550000
114795,2023-12-31,65397,Value,5801941,-5501549,294891,-5206658
114853,2023-12-31,11706,Value,7260874.54,-7376688.55,1353113.14,-6023575.41
114943,2023-12-31,367,Value,5566975.4,-2558000,54741.2,-2503258.8
114989,2023-12-31,651,Value,7017928.21,-6524999.87,0,-6524999.87
115003,2023-12-31,2642,Value,7980000,-5700000,456000,-5244000
115069,2023-12-31,79197,Value,6554277.8,-4454384,22.18,-4454361.82
115126,2023-12-31,725,Value,6448222.22,-7144444.44,0,-7144444.44
115151,2023-12-31,160,Value,8338500,-8075000,0,-8075000
115157,2023-12-31,15143,Value,8021400,-9220000,922000,-8298000
115158,2023-12-31,136172,Value,8800603.75,-7220498.75,0,-7220498.75
115375,2023-12-31,496,Value,9625872.32,-8900000,0,-8900000
115556,2023-12-31,302243,Value,9357903.83,-8500495.89,326326.9,-8174168.99
115611,2023-12-31,395784,Value,5956733.68,-5644425.67,0,-5644425.67
115641,2023-12-31,385506,Value,4175374.93,-4588324.1,0,-4588324.1
115776,2023-12-31,832,Value,8174852.73,-7350683.58,115864.12,-7234819.46
115802,2023-12-31,367373,Value,11599999.99,-10033333.33,33333.34,-9999999.99
115983,2023-12-31,191019,Value,4979874.4,-5476000,257919.6,-5218080.4
115998,2023-12-31,18367,Value,32109087.67,-10100000,0,-10100000
116121,2023-12-31,14055,Value,1361733.34,-1441466.67,0,-1441466.67
116189,2023-12-31,161,Value,6705000,-5510666.67,51000.01,-5459666.66
116270,2023-12-31,102014,Value,3443169.52,-4733812.25,1490429.28,-3243382.97
116325,2023-12-31,388208,Value,4063649.33,-4529738,293999.34,-4235738.66
116494,2023-12-31,9110,Value,4698754.1,-4661000,125380.9,-4535619.1
116507,2023-12-31,428403,Value,2663757.75,-3654676.5,1720002.45,-1934674.05
116587,2023-12-31,795,Value,7843368.05,-6538009.1,938009.08,-5600000.02
116597,2023-12-31,1220,Value,14939382,-8628000,402064.8,-8225935.2
116611,2023-12-31,19543,Value,5453646.15,-10349295.38,7922071.2,-2427224.18
116643,2023-12-31,2305,Value,15299514.29,-10000000,7625885.7,-2374114.3
116679,2023-12-31,156550,Value,6475871.73,-5731430,0,-5731430
116778,2023-12-31,15,Value,4390700.55,-4360000,0,-4360000
116933,2023-12-31,170996,Value,10913866,-7559398,0,-7559398
116977,2023-12-31,317,Value,12227272.72,-8681818.18,4318181.83,-4363636.35
117003,2023-12-31,1759,Value,5399208.98,-5048264.55,238632.22,-4809632.33
117194,2023-12-31,1374,Value,7039178.35,-7000000,163356.48,-6836643.52
117350,2023-12-31,210499,Value,7292595.45,-6857637.88,474514.87,-6383123.01
117396,2023-12-31,289895,Value,11940611,-8176865.6,863163.18,-7313702.42
117702,2023-12-31,89463,Value,4400000,-5000000,0,-5000000
118024,2023-12-31,1882,Value,7076850,-5500000,275000,-5225000
118087,2023-12-31,376,Value,5003955.2,-4289529.5,0,-4289529.5
118234,2023-12-31,2225,Value,3687482.5,-4600000,0,-4600000
118559,2023-12-31,15730,Value,2521235.32,-3595645,10804.91,-3584840.09
118737,2023-12-31,315376,Value,5519422.25,-6000000,0,-6000000
118800,2023-12-31,317,Value,6658083.9,-6541000,34667.3,-6506332.7
118806,2023-12-31,317,Value,8919598.87,-8623447.4,43857.39,-8579590.01
118816,2023-12-31,9004,Value,9180105.26,-7280000,0,-7280000
118830,2023-12-31,434,Value,3150732.33,-3200000,0,-3200000
118839,2023-12-31,24,Value,4686330.59,-3893073.09,92940.31,-3800132.78
118842,2023-12-31,18,Value,4138997.28,-3600000.17,261701.33,-3338298.84
118843,2023-12-31,1355,Value,9722222.22,-8690476.19,119047.62,-8571428.57
119039,2023-12-31,651,Value,8389200,-7775200,400.03,-7774799.97
119139,2023-12-31,9004,Value,11229333.33,-8280000,0,-8280000
119502,2023-12-31,184994,Value,4520879.38,-4407549.28,772.2,-4406777.08
119526,2023-12-31,6691,Value,6996926.95,-7221916.67,0,-7221916.67
119631,2023-12-31,217001,Value,5310256,-5175000,0,-5175000
119695,2023-12-31,74884,Value,8869473,-8601809.6,1299573.18,-7302236.42
119861,2023-12-31,4936,Value,7747344,-6432000,0,-6432000
120020,2023-12-31,1759,Value,10356434.19,-8810504.67,1656741.31,-7153763.36
120021,2023-12-31,5571,Value,11680785.52,-6850000,0,-6850000
120075,2023-12-31,350,Value,8118387.52,-6822174.39,109941.25,-6712233.14
120153,2023-12-31,399146,Value,4405386.01,-3977813.17,20823.02,-3956990.15
120347,2023-12-31,65974,Value,3968653.33,-4247511.33,0,-4247511.33
120360,2023-12-31,239532,Value,8127484.2,-9951258.4,234945.83,-9716312.57
120401,2023-12-31,397,Value,8951025.76,-8266240.91,1899062.13,-6367178.78
120548,2023-12-31,8661,Value,8260620,-6100000,0,-6100000
120549,2023-12-31,8661,Value,8505120,-5800000,0,-5800000
120603,2023-12-31,132556,Value,3371524,-4700000,0,-4700000
120605,2023-12-31,436,Value,1726225.1,-2342869.2,0,-2342869.2
120624,2023-12-31,161,Value,11602044.06,-8102892,77349.23,-8025542.77
121905,2023-12-31,573,Value,7841921.43,-6791779.29,343468.56,-6448310.73
122053,2023-12-31,205008,Value,5046000,-5800000,0,-5800000
122117,2023-12-31,2007,Value,11000000,-9000000,0,-9000000
122236,2023-12-31,660,Value,5002020,-5310000,37170,-5272830
122272,2023-12-31,11706,Value,3500999.81,-4212996.16,842370.42,-3370625.74
122314,2023-12-31,1503,Value,11630491.33,-10003366.33,425790.99,-9577575.34
122355,2023-12-31,10859,Value,4922333.34,-4426666.67,0,-4426666.67
122420,2023-12-31,162,Value,4377777.77,-4054444.44,295333.31,-3759111.13
122530,2023-12-31,436,Value,4659645.24,-4516953.17,0,-4516953.17
122571,2023-12-31,130627,Value,5897058.4,-7212663.4,911.61,-7211751.79
122632,2023-12-31,6198,Value,5567424,-4280000,856,-4279144
122731,2023-12-31,7,Value,4798664.5,-4327374.5,0,-4327374.5
122741,2023-12-31,192910,Value,6063579.4,-7247333,4516353.77,-2730979.23
122763,2023-12-31,8787,Value,4416318.4,-3484000,0,-3484000
122767,2023-12-31,710,Value,6930113.9,-9103000,5528251.9,-3574748.1
122985,2023-12-31,428403,Value,3416046.32,-8610421.84,736145.6,-7874276.24
123172,2023-12-31,743,Value,4653003.27,-4978396.2,0,-4978396.2
123238,2023-12-31,733,Value,5662415.17,-4865919.53,267226.91,-4598692.62
123332,2023-12-31,302243,Value,9886211.51,-9906291.83,0,-9906291.83
123424,2023-12-31,718,Value,7118770.67,-7600000,299999.97,-7300000.03
123508,2023-12-31,780,Value,4825346.5,-4234476.5,0,-4234476.5
123540,2023-12-31,336204,Value,7321917,-9638834.5,0,-9638834.5
123603,2023-12-31,168964,Value,11249665.8,-8883605.8,0,-8883605.8
123650,2023-12-31,58948,Value,4307228.92,-4503012.05,0,-4503012.05
123674,2023-12-31,656,Value,11852391.5,-9567970.3,3237021.46,-6330948.84
123858,2023-12-31,409707,Value,7136708,-6135000,4540.57,-6130459.43
123959,2023-12-31,458,Value,8757688.75,-7343830.25,719483.94,-6624346.31
124063,2023-12-31,1480,Value,7142857.15,-8673469.39,408163.23,-8265306.16
124064,2023-12-31,329811,Value,6844916,-7425000,0,-7425000
124095,2023-12-31,361,Value,8334388.35,-7176352.26,0,-7176352.26
124185,2023-12-31,50903,Value,18991000,-8923000,0,-8923000
124213,2023-12-31,4604,Value,7928263.5,-6072893,0,-6072893
124324,2023-12-31,454,Value,7032143.9,-9206625.34,5342648.6,-3863976.74
124545,2023-12-31,708,Value,3013488.84,-3500000,0,-3500000
124575,2023-12-31,11277,Value,4436137,-5084287.4,0,-5084287.4
124652,2023-12-31,389974,Value,3402971.88,-4684320.04,4325.97,-4679994.07
124671,2023-12-31,342796,Value,7019032,-8522950,0,-8522950
124914,2023-12-31,13774,Value,8472954,-9828354,143533.97,-9684820.03
124935,2023-12-31,45,Value,5470324.86,-10000000,10273379,273379
125019,2023-12-31,18,Value,4685817.14,-5130000.31,0,-5130000.31
125050,2023-12-31,24,Value,6930485.92,-5449336.88,243854.88,-5205482
125134,2023-12-31,217209,Value,2800000,-3500000,0,-3500000
125143,2023-12-31,1480,Value,7148507.07,-7750000,0,-7750000
125166,2023-12-31,93,Value,8241000,-10000000,0,-10000000
125169,2023-12-31,143301,Value,8790000,-6260000,6000.02,-6253999.98
125222,2023-12-31,274318,Value,8220759.4,-12082361.2,2511313.58,-9571047.62
125228,2023-12-31,40,Value,4633005.6,-5112000,0,-5112000
125370,2023-12-31,225545,Value,5612398,-4200000,0,-4200000
125494,2023-12-31,9953,Value,7083872.26,-5950000,350000,-5600000
125556,2023-12-31,79005,Value,12801606.58,-9228681.29,0,-9228681.29
125587,2023-12-31,23,Value,3607111.11,-3601333.33,0,-3601333.33
125596,2023-12-31,733,Value,4874787.8,-4735850.7,53768.48,-4682082.22
125637,2023-12-31,18,Value,5265679.07,-3879175.14,7651.71,-3871523.43
125663,2023-12-31,1317,Value,5379600,-5707800,53600.01,-5654199.99
125669,2023-12-31,413561,Value,11224838,-7860534.14,236496.12,-7624038.02
125685,2023-12-31,178752,Value,6972113.3,-8427120.1,4148007.59,-4279112.51
125881,2023-12-31,10352,Value,2152424.85,-2210000,0,-2210000
125888,2023-12-31,2250,Value,6592800,-6150000,0,-6150000
125908,2023-12-31,2250,Value,14070000,-10000000,1630000,-8370000
125919,2023-12-31,8606,Value,6735410.8,-4628672.4,194081.62,-4434590.78
125957,2023-12-31,564233,Value,4550000,-5000000,0,-5000000
126060,2023-12-31,8699,Value,7080430,-7484560,404130.01,-7080429.99
