fund_id,transaction_date,firm_id,transaction_type,transaction_amount,cumulative_contribution,cumulative_distribution,net_cashflow
3,2021-12-31,152327,Value,0,-10010451,17137892,7127441
9,2020-03-31,741,Value,0,-9140000,16080000,6940000
9,2020-06-30,741,Value,0,-9140000,16080000,6940000
9,2020-09-30,741,Value,0,-9140000,16080000,6940000
9,2020-12-31,741,Value,0,-9140000,16080000,6940000
9,2021-03-31,741,Value,0,-9140000,16080000,6940000
9,2021-06-30,741,Value,0,-9140000,16080000,6940000
9,2021-12-31,741,Value,0,-9140000,16080000,6940000
11,2020-03-31,650,Value,0,-10000000,15676000,5676000
11,2020-06-30,650,Value,0,-10000000,15676000,5676000
11,2020-09-30,650,Value,0,-10000000,15676000,5676000
11,2020-12-31,650,Value,0,-10000000,15676000,5676000
11,2021-03-31,650,Value,0,-10000000,15676000,5676000
11,2021-06-30,650,Value,0,-10000000,15676000,5676000
11,2021-09-30,650,Value,0,-10000000,15676000,5676000
11,2021-12-31,650,Value,0,-10000000,15676000,5676000
14,2021-12-31,4,Value,0,-9747067,24181784,14434717
15,2020-02-29,4,Value,0,-9674336,14187489,4513153
15,2020-05-31,4,Value,0,-9674336,14187489,4513153
15,2020-07-16,4,Distribution,0,-9674336,14187489,4513153
15,2020-08-31,4,Value,0,-9674336,14187489,4513153
15,2020-11-30,4,Value,0,-9674336,14187489,4513153
15,2021-02-28,4,Value,0,-9674336,14187489,4513153
15,2021-05-31,4,Value,0,-9674336,14187489,4513153
15,2021-08-31,4,Value,0,-9674336,14187489,4513153
15,2021-10-16,4,Capital Call,0,-9674336,14187489,4513153
15,2021-10-16,4,Distribution,0,-9674336,14187489,4513153
15,2021-12-31,4,Value,0,-9674336,14187489,4513153
16,2021-12-31,4,Value,0,-8840614,18684730,9844116
27,2020-02-15,7,Distribution,118353,-9695000,16622261,6927261
27,2020-03-31,7,Value,0,-9695000,16622261,6927261
27,2021-12-31,7,Value,0,-9695000,16622261,6927261
28,2020-02-15,7,Distribution,1986,-9930000,17046831,7116831
28,2020-03-31,7,Value,219450,-9930000,17046831,7116831
28,2020-05-16,7,Distribution,5958,-9930000,17052789,7122789
28,2020-06-30,7,Value,223420,-9930000,17052789,7122789
28,2020-08-15,7,Distribution,-5958,-9930000,17046831,7116831
28,2020-09-30,7,Value,206540,-9930000,17046831,7116831
39,2020-03-31,12,Value,0,-9820000,11459939,1639939
39,2020-06-30,12,Value,0,-9820000,11459939,1639939
39,2020-09-30,12,Value,0,-9820000,11459939,1639939
39,2020-12-31,12,Value,0,-9820000,11459939,1639939
39,2021-03-31,12,Value,0,-9820000,11459939,1639939
39,2021-06-30,12,Value,0,-9820000,11459939,1639939
39,2021-09-30,12,Value,0,-9820000,11459939,1639939
39,2021-12-31,12,Value,0,-9820000,11459939,1639939
40,2020-03-31,12,Value,0,-8410003,5357172,-3052831
40,2020-06-30,12,Value,0,-8410003,5357172,-3052831
40,2020-09-30,12,Value,0,-8410003,5357172,-3052831
40,2020-12-31,12,Value,0,-8410003,5357172,-3052831
40,2021-03-31,12,Value,0,-8410003,5357172,-3052831
40,2021-06-30,12,Value,0,-8410003,5357172,-3052831
40,2021-09-30,12,Value,0,-8410003,5357172,-3052831
40,2021-12-31,12,Value,0,-8410003,5357172,-3052831
41,2020-03-31,12,Capital Call,30303,-9924243,22025544,12101301
41,2020-03-31,12,Distribution,19911,-9924243,22045455,12121212
41,2020-09-30,12,Value,0,-9924243,22045455,12121212
41,2021-12-31,12,Value,0,-9924243,22045455,12121212
45,2020-03-31,14,Value,877830,-10000000,12403731,2403731
45,2020-06-30,14,Value,803690,-10000000,12403731,2403731
45,2020-09-30,14,Value,806630,-10000000,12403731,2403731
45,2020-11-15,14,Distribution,412436,-10000000,12816167,2816167
45,2020-12-31,14,Value,403440,-10000000,12816167,2816167
45,2021-03-31,14,Value,429150,-10000000,12816167,2816167
45,2021-06-30,14,Value,416740,-10000000,12816167,2816167
45,2021-09-30,14,Value,418860,-10000000,12816167,2816167
52,2020-03-31,14,Value,0,-10021600,80880006,70858406
52,2020-06-30,14,Value,0,-10021600,80880006,70858406
52,2020-09-30,14,Value,0,-10021600,80880006,70858406
52,2020-12-31,14,Value,0,-10021600,80880006,70858406
52,2021-03-31,14,Value,0,-10021600,80880006,70858406
52,2021-06-30,14,Value,0,-10021600,80880006,70858406
52,2021-09-30,14,Value,0,-10021600,80880006,70858406
52,2021-12-31,14,Value,0,-10021600,80880006,70858406
54,2020-03-31,14,Value,0,-10000000,196200117,186200117
54,2020-06-30,14,Value,0,-10000000,196200117,186200117
54,2020-09-30,14,Value,0,-10000000,196200117,186200117
54,2020-12-31,14,Value,0,-10000000,196200117,186200117
54,2021-03-31,14,Value,0,-10000000,196200117,186200117
54,2021-06-30,14,Value,0,-10000000,196200117,186200117
54,2021-09-30,14,Value,0,-10000000,196200117,186200117
54,2021-12-31,14,Value,0,-10000000,196200117,186200117
55,2020-06-30,14,Value,389690,-10000000,3630816,-6369184
55,2021-06-30,14,Value,378590,-10000000,3630816,-6369184
56,2020-06-30,14,Value,6209850,-7949991,30961475,23011484
58,2020-06-30,14,Value,0,-8032704,11603967,3571263
58,2021-12-31,14,Value,0,-8032704,11603967,3571263
67,2020-02-15,18,Distribution,102950,-10000000,12966445,2966445
67,2020-03-31,18,Value,1356840,-10000000,12966445,2966445
67,2020-06-30,18,Value,1522120,-10000000,12966445,2966445
67,2020-09-30,18,Value,1673800,-10000000,12966445,2966445
67,2020-11-15,18,Distribution,1420021,-10000000,14386466,4386466
67,2020-12-31,18,Value,368980,-10000000,14386466,4386466
67,2021-03-31,18,Value,368910,-10000000,14386466,4386466
67,2021-05-16,18,Capital Call,201,-9999799,14386466,4386667
67,2021-05-16,18,Distribution,-290,-9999799,14386176,4386377
67,2021-06-30,18,Value,367410,-9999799,14386176,4386377
67,2021-09-30,18,Value,311880,-9999799,14386176,4386377
68,2020-02-15,18,Capital Call,298,-9520079,15056347,5536268
68,2020-02-15,18,Distribution,-472,-9520079,15055875,5535796
68,2020-03-31,18,Value,679760,-9520079,15055875,5535796
68,2020-06-30,18,Value,743790,-9520079,15055875,5535796
68,2020-09-30,18,Value,791850,-9520079,15055875,5535796
68,2020-12-31,18,Value,860890,-9520079,15055875,5535796
68,2021-02-14,18,Distribution,205325,-9520079,15261200,5741121
68,2021-03-31,18,Value,629180,-9520079,15261200,5741121
68,2021-05-16,18,Capital Call,78,-9520001,15261200,5741199
68,2021-05-16,18,Distribution,-124,-9520001,15261076,5741075
68,2021-06-30,18,Value,708130,-9520001,15261076,5741075
68,2021-09-30,18,Value,508360,-9520001,15261076,5741075
75,2020-02-15,21,Distribution,13179,-10000000,4631566,-5368434
75,2020-03-31,21,Value,10,-10000000,4631566,-5368434
75,2021-03-31,21,Value,0,-10000000,4631566,-5368434
75,2021-06-30,21,Value,0,-10000000,4631566,-5368434
75,2021-09-30,21,Value,0,-10000000,4631566,-5368434
75,2021-12-31,21,Value,0,-10000000,4631566,-5368434
76,2020-01-15,21,Capital Call,0,-10000962,10881126,880164
76,2020-01-15,21,Distribution,0,-10000962,10881126,880164
76,2020-02-29,21,Value,616260,-10000962,10881126,880164
76,2020-04-15,21,Capital Call,0,-10000962,10881126,880164
76,2020-04-15,21,Distribution,0,-10000962,10881126,880164
76,2020-05-31,21,Value,455330,-10000962,10881126,880164
76,2020-08-31,21,Value,435790,-10000962,10881126,880164
76,2020-11-30,21,Value,435790,-10000962,10881126,880164
76,2021-01-14,21,Distribution,114840,-10000962,10995966,995004
76,2021-02-28,21,Value,320950,-10000962,10995966,995004
76,2021-04-15,21,Distribution,0,-10000962,10995966,995004
76,2021-05-31,21,Value,420640,-10000962,10995966,995004
76,2021-08-31,21,Value,420420,-10000962,10995966,995004
76,2021-10-16,21,Capital Call,0,-10000962,10995966,995004
76,2021-10-16,21,Distribution,0,-10000962,10995966,995004
76,2021-11-30,21,Value,420710,-10000962,10995966,995004
86,2021-12-31,23,Value,0,-8696902,24764638,16067736
93,2021-12-31,718,Value,0,-10000000,37556093,27556093
117,2020-03-31,28,Value,0,-8185000,19408271,11223271
117,2020-06-30,28,Value,0,-8185000,19408271,11223271
117,2020-09-30,28,Value,0,-8185000,19408271,11223271
117,2020-12-31,28,Value,0,-8185000,19408271,11223271
117,2021-03-31,28,Value,0,-8185000,19408271,11223271
117,2021-06-30,28,Value,0,-8185000,19408271,11223271
117,2021-09-30,28,Value,0,-8185000,19408271,11223271
117,2021-12-31,28,Value,0,-8185000,19408271,11223271
128,2020-03-31,32,Value,0,-8506667,16038095,7531428
128,2020-06-30,32,Value,0,-8506667,16038095,7531428
128,2020-09-30,32,Value,0,-8506667,16038095,7531428
128,2020-12-31,32,Value,0,-8506667,16038095,7531428
128,2021-03-31,32,Value,0,-8506667,16038095,7531428
128,2021-06-30,32,Value,0,-8506667,16038095,7531428
128,2021-09-30,32,Value,0,-8506667,16038095,7531428
128,2021-12-31,32,Value,0,-8506667,16038095,7531428
130,2021-12-31,34,Value,0,-10000000,2029244,-7970756
131,2020-03-31,34,Value,50280,-10000000,6246189,-3753811
131,2020-06-30,34,Value,60150,-10000000,6246189,-3753811
131,2020-09-30,34,Value,121930,-10000000,6246189,-3753811
131,2020-12-31,34,Value,137820,-10000000,6246189,-3753811
131,2021-03-31,34,Value,188590,-10000000,6246189,-3753811
131,2021-06-30,34,Value,188370,-10000000,6246189,-3753811
133,2020-03-31,36,Value,0,-9418644,3047220,-6371424
133,2020-06-30,36,Value,0,-9418644,3047220,-6371424
133,2020-09-30,36,Value,0,-9418644,3047220,-6371424
133,2020-12-31,36,Value,0,-9418644,3047220,-6371424
133,2021-03-31,36,Value,0,-9418644,3047220,-6371424
133,2021-06-30,36,Value,0,-9418644,3047220,-6371424
133,2021-09-30,36,Value,0,-9418644,3047220,-6371424
133,2021-12-31,36,Value,0,-9418644,3047220,-6371424
136,2020-03-31,40,Value,0,-10000000,14987296,4987296
136,2020-06-30,40,Value,0,-10000000,14987296,4987296
136,2020-09-30,40,Value,0,-10000000,14987296,4987296
136,2020-12-31,40,Value,0,-10000000,14987296,4987296
136,2021-03-31,40,Value,0,-10000000,14987296,4987296
136,2021-06-30,40,Value,0,-10000000,14987296,4987296
136,2021-09-30,40,Value,0,-10000000,14987296,4987296
136,2021-12-31,40,Value,0,-10000000,14987296,4987296
137,2021-12-31,40,Value,0,-9841353,9485637,-355716
138,2020-09-30,40,Value,0,-10000000,20110001,10110001
138,2020-12-31,40,Value,0,-10000000,20110001,10110001
138,2021-03-31,40,Value,0,-10000000,20110001,10110001
138,2021-06-30,40,Value,0,-10000000,20110001,10110001
138,2021-09-30,40,Value,0,-10000000,20110001,10110001
138,2021-12-31,40,Value,0,-10000000,20110001,10110001
139,2020-03-31,40,Value,0,-10000000,7051001,-2948999
139,2020-06-30,40,Value,0,-10000000,7051001,-2948999
139,2020-09-30,40,Value,0,-10000000,7051001,-2948999
139,2020-12-31,40,Value,0,-10000000,7051001,-2948999
139,2021-03-31,40,Value,0,-10000000,7051001,-2948999
139,2021-06-30,40,Value,0,-10000000,7051001,-2948999
139,2021-09-30,40,Value,0,-10000000,7051001,-2948999
139,2021-12-31,40,Value,0,-10000000,7051001,-2948999
140,2021-12-31,40,Value,0,-10000000,11400000,1400000
142,2020-02-15,39,Distribution,43000,-9500000,7356000,-2144000
142,2020-03-31,39,Value,267000,-9500000,7356000,-2144000
142,2020-06-30,39,Value,266000,-9500000,7356000,-2144000
142,2020-09-30,39,Value,445000,-9500000,7356000,-2144000
142,2020-11-15,39,Distribution,175000,-9500000,7531000,-1969000
142,2020-12-31,39,Value,324000,-9500000,7531000,-1969000
142,2021-03-31,39,Value,323000,-9500000,7531000,-1969000
142,2021-06-30,39,Value,431000,-9500000,7531000,-1969000
142,2021-12-31,39,Value,0,-9500000,7531000,-1969000
143,2020-03-31,39,Value,0,-10000000,12390000,2390000
143,2020-06-30,39,Value,0,-10000000,12390000,2390000
143,2020-09-30,39,Value,0,-10000000,12390000,2390000
143,2020-12-31,39,Value,0,-10000000,12390000,2390000
143,2021-03-31,39,Value,0,-10000000,12390000,2390000
143,2021-06-30,39,Value,0,-10000000,12390000,2390000
143,2021-09-30,39,Value,0,-10000000,12390000,2390000
143,2021-12-31,39,Value,0,-10000000,12390000,2390000
144,2020-03-31,39,Value,0,-10000000,9466000,-534000
144,2020-06-30,39,Value,0,-10000000,9466000,-534000
144,2020-09-30,39,Value,0,-10000000,9466000,-534000
144,2020-12-31,39,Value,0,-10000000,9466000,-534000
144,2021-03-31,39,Value,0,-10000000,9466000,-534000
144,2021-06-30,39,Value,0,-10000000,9466000,-534000
144,2021-09-30,39,Value,0,-10000000,9466000,-534000
144,2021-12-31,39,Value,0,-10000000,9466000,-534000
145,2021-12-31,39,Value,0,-10000000,6951021,-3048979
150,2020-03-31,9177,Value,2780,-10000000,24167946,14167946
150,2020-06-30,9177,Value,1400,-10000000,24167946,14167946
150,2020-09-30,9177,Value,970,-10000000,24167946,14167946
150,2020-12-31,9177,Value,20,-10000000,24167946,14167946
150,2021-03-31,9177,Value,0,-10000000,24167946,14167946
150,2021-09-30,9177,Value,0,-10000000,24167946,14167946
150,2021-12-31,9177,Value,0,-10000000,24167946,14167946
154,2020-03-31,42,Value,0,-10650438,17540756,6890318
154,2020-06-30,42,Value,0,-10650438,17540756,6890318
154,2020-09-30,42,Value,0,-10650438,17540756,6890318
154,2020-12-31,42,Value,0,-10650438,17540756,6890318
154,2021-03-31,42,Value,0,-10650438,17540756,6890318
154,2021-06-30,42,Value,0,-10650438,17540756,6890318
154,2021-09-30,42,Value,0,-10650438,17540756,6890318
154,2021-12-31,42,Value,0,-10650438,17540756,6890318
158,2020-02-29,44,Value,0,-9724314,18069904,8345590
158,2020-05-31,44,Value,0,-9724314,18069904,8345590
158,2020-08-31,44,Value,0,-9724314,18069904,8345590
158,2020-11-30,44,Value,0,-9724314,18069904,8345590
158,2021-02-28,44,Value,0,-9724314,18069904,8345590
158,2021-05-31,44,Value,0,-9724314,18069904,8345590
158,2021-08-31,44,Value,0,-9724314,18069904,8345590
158,2021-10-16,44,Capital Call,0,-9724314,18069904,8345590
158,2021-10-16,44,Distribution,0,-9724314,18069904,8345590
158,2021-12-31,44,Value,0,-9724314,18069904,8345590
159,2020-03-31,45,Value,0,-10000736,25517917,15517181
159,2020-06-30,45,Value,0,-10000736,25517917,15517181
159,2020-09-30,45,Value,0,-10000736,25517917,15517181
159,2020-12-31,45,Value,0,-10000736,25517917,15517181
159,2021-03-31,45,Value,0,-10000736,25517917,15517181
159,2021-06-30,45,Value,0,-10000736,25517917,15517181
159,2021-09-30,45,Value,0,-10000736,25517917,15517181
159,2021-12-31,45,Value,0,-10000736,25517917,15517181
160,2020-01-15,45,Capital Call,0,-10002422,26120785,16118363
160,2020-01-15,45,Distribution,0,-10002422,26120785,16118363
160,2020-02-29,45,Value,11950,-10002422,26120785,16118363
160,2020-04-15,45,Capital Call,0,-10002422,26120785,16118363
160,2020-04-15,45,Distribution,0,-10002422,26120785,16118363
160,2020-05-31,45,Value,11310,-10002422,26120785,16118363
160,2020-08-31,45,Value,16440,-10002422,26120785,16118363
160,2020-11-30,45,Value,15790,-10002422,26120785,16118363
160,2021-02-28,45,Value,15790,-10002422,26120785,16118363
160,2021-05-31,45,Value,14000,-10002422,26120785,16118363
160,2021-08-31,45,Value,13940,-10002422,26120785,16118363
160,2021-10-16,45,Capital Call,0,-10002422,26120785,16118363
160,2021-10-16,45,Distribution,0,-10002422,26120785,16118363
160,2021-12-31,45,Value,0,-10002422,26120785,16118363
163,2020-03-31,49,Value,0,-10000000,27869001,17869001
163,2020-06-30,49,Value,0,-10000000,27869001,17869001
163,2020-09-30,49,Value,0,-10000000,27869001,17869001
163,2020-12-31,49,Value,0,-10000000,27869001,17869001
163,2021-03-31,49,Value,0,-10000000,27869001,17869001
163,2021-06-30,49,Value,0,-10000000,27869001,17869001
163,2021-09-30,49,Value,0,-10000000,27869001,17869001
163,2021-12-31,49,Value,0,-10000000,27869001,17869001
166,2021-12-31,51673,Value,0,-8816894,20120311,11303417
167,2020-03-31,49,Value,0,-10556605,14218492,3661887
167,2020-06-30,49,Value,0,-10556605,14218492,3661887
167,2020-09-30,49,Value,0,-10556605,14218492,3661887
167,2020-12-31,49,Value,0,-10556605,14218492,3661887
167,2021-12-31,49,Value,0,-10556605,14218492,3661887
169,2020-03-31,49,Value,0,-10298318,21664263,11365945
169,2020-06-30,49,Value,0,-10298318,21664263,11365945
169,2020-09-30,49,Value,0,-10298318,21664263,11365945
169,2020-12-31,49,Value,0,-10298318,21664263,11365945
169,2021-03-31,49,Value,0,-10298318,21664263,11365945
169,2021-06-30,49,Value,0,-10298318,21664263,11365945
169,2021-12-31,49,Value,0,-10298318,21664263,11365945
174,2020-03-31,49,Value,0,-10000000,6923000,-3077000
174,2020-06-30,49,Value,0,-10000000,6923000,-3077000
174,2020-09-30,49,Value,0,-10000000,6923000,-3077000
174,2020-12-31,49,Value,0,-10000000,6923000,-3077000
174,2021-03-31,49,Value,0,-10000000,6923000,-3077000
174,2021-06-30,49,Value,0,-10000000,6923000,-3077000
174,2021-09-30,49,Value,0,-10000000,6923000,-3077000
174,2021-12-31,49,Value,0,-10000000,6923000,-3077000
177,2020-03-31,51673,Value,0,-10000000,17400000,7400000
177,2020-06-30,51673,Value,0,-10000000,17400000,7400000
177,2020-09-30,51673,Value,0,-10000000,17400000,7400000
177,2020-12-31,51673,Value,0,-10000000,17400000,7400000
177,2021-03-31,51673,Value,0,-10000000,17400000,7400000
177,2021-06-30,51673,Value,0,-10000000,17400000,7400000
177,2021-09-30,51673,Value,0,-10000000,17400000,7400000
177,2021-12-31,51673,Value,0,-10000000,17400000,7400000
182,2020-03-31,49,Value,0,-10000000,23200000,13200000
182,2020-06-30,49,Value,0,-10000000,23200000,13200000
182,2020-09-30,49,Value,0,-10000000,23200000,13200000
182,2020-12-31,49,Value,0,-10000000,23200000,13200000
182,2021-03-31,49,Value,0,-10000000,23200000,13200000
182,2021-06-30,49,Value,0,-10000000,23200000,13200000
182,2021-09-30,49,Value,0,-10000000,23200000,13200000
182,2021-12-31,49,Value,0,-10000000,23200000,13200000
190,2020-03-31,50,Value,0,-10000000,52510000,42510000
190,2020-06-30,50,Value,0,-10000000,52510000,42510000
190,2020-09-30,50,Value,0,-10000000,52510000,42510000
190,2020-12-31,50,Value,0,-10000000,52510000,42510000
190,2021-03-31,50,Value,0,-10000000,52510000,42510000
190,2021-06-30,50,Value,0,-10000000,52510000,42510000
190,2021-09-30,50,Value,0,-10000000,52510000,42510000
190,2021-12-31,50,Value,0,-10000000,52510000,42510000
192,2020-03-31,50,Value,0,-9999999,3800000,-6199999
192,2020-06-30,50,Value,0,-9999999,3800000,-6199999
192,2020-09-30,50,Value,0,-9999999,3800000,-6199999
192,2020-12-31,50,Value,0,-9999999,3800000,-6199999
192,2021-03-31,50,Value,0,-9999999,3800000,-6199999
192,2021-06-30,50,Value,0,-9999999,3800000,-6199999
192,2021-09-30,50,Value,0,-9999999,3800000,-6199999
192,2021-12-31,50,Value,0,-9999999,3800000,-6199999
194,2020-03-31,6733,Value,11180,-10272355,16952599,6680244
194,2020-06-30,6733,Value,10700,-10272355,16952599,6680244
194,2020-09-30,6733,Value,10170,-10272355,16952599,6680244
194,2020-12-31,6733,Value,6690,-10272355,16952599,6680244
194,2021-03-31,6733,Value,4170,-10272355,16952599,6680244
194,2021-06-30,6733,Value,3390,-10272355,16952599,6680244
194,2021-12-31,6733,Value,0,-10272355,16952599,6680244
195,2020-03-31,6733,Value,86140,-15586017,30748183,15162166
195,2020-06-30,6733,Value,86070,-15586017,30748183,15162166
195,2020-09-30,6733,Value,86210,-15586017,30748183,15162166
195,2020-12-31,6733,Value,85720,-15586017,30748183,15162166
195,2021-03-31,6733,Value,85940,-15586017,30748183,15162166
195,2021-06-30,6733,Value,85710,-15586017,30748183,15162166
203,2021-12-31,52,Value,0,-10000000,1133580,-8866420
205,2020-03-31,54,Value,25830,-12003110,17890256,5887146
205,2020-06-30,54,Value,82310,-12003110,17890256,5887146
205,2020-09-30,54,Value,23620,-12003110,17890256,5887146
205,2020-12-31,54,Value,20070,-12003110,17890256,5887146
205,2021-03-31,54,Value,103990,-12003110,17890256,5887146
205,2021-06-30,54,Value,81020,-12003110,17890256,5887146
207,2020-03-31,58,Value,0,-10625883,11650218,1024335
207,2020-06-30,58,Value,0,-10625883,11650218,1024335
207,2020-09-30,58,Value,0,-10625883,11650218,1024335
207,2020-12-31,58,Value,0,-10625883,11650218,1024335
207,2021-03-31,58,Value,0,-10625883,11650218,1024335
207,2021-06-30,58,Value,0,-10625883,11650218,1024335
207,2021-09-30,58,Value,0,-10625883,11650218,1024335
207,2021-12-31,58,Value,0,-10625883,11650218,1024335
209,2021-12-31,60,Value,0,-10769716,19081676,8311960
210,2020-03-31,62,Value,0,-10689848,6413909,-4275939
210,2020-06-30,62,Value,0,-10689848,6413909,-4275939
210,2020-09-30,62,Value,0,-10689848,6413909,-4275939
210,2020-12-31,62,Value,0,-10689848,6413909,-4275939
210,2021-03-31,62,Value,0,-10689848,6413909,-4275939
210,2021-06-30,62,Value,0,-10689848,6413909,-4275939
210,2021-09-30,62,Value,0,-10689848,6413909,-4275939
210,2021-12-31,62,Value,0,-10689848,6413909,-4275939
216,2020-03-31,65,Value,0,-10000001,7031698,-2968303
216,2020-06-30,65,Value,0,-10000001,7031698,-2968303
216,2020-09-30,65,Value,0,-10000001,7031698,-2968303
216,2020-12-31,65,Value,0,-10000001,7031698,-2968303
216,2021-12-31,65,Value,0,-10000001,7031698,-2968303
217,2020-03-31,67,Value,0,-9967937,1034512,-8933425
217,2020-06-30,67,Value,0,-9967937,1034512,-8933425
217,2020-09-30,67,Value,0,-9967937,1034512,-8933425
217,2020-12-31,67,Value,0,-9967937,1034512,-8933425
217,2021-03-31,67,Value,0,-9967937,1034512,-8933425
217,2021-06-30,67,Value,0,-9967937,1034512,-8933425
217,2021-09-30,67,Value,0,-9967937,1034512,-8933425
217,2021-12-31,67,Value,0,-9967937,1034512,-8933425
223,2021-12-31,68,Value,0,-10004162,7241939,-2762223
226,2020-02-15,70,Distribution,19620,-9999999,15314196,5314197
226,2020-03-31,70,Value,0,-9999999,15314196,5314197
229,2020-03-31,72,Value,0,-10890845,14508368,3617523
229,2020-06-30,72,Value,0,-10890845,14508368,3617523
229,2020-09-30,72,Value,0,-10890845,14508368,3617523
229,2020-12-31,72,Value,0,-10890845,14508368,3617523
229,2021-03-31,72,Value,0,-10890845,14508368,3617523
229,2021-06-30,72,Value,0,-10890845,14508368,3617523
229,2021-09-30,72,Value,0,-10890845,14508368,3617523
229,2021-12-31,72,Value,0,-10890845,14508368,3617523
230,2020-03-31,72,Value,0,-11054212,15572305,4518093
230,2020-06-30,72,Value,0,-11054212,15572305,4518093
230,2020-09-30,72,Value,0,-11054212,15572305,4518093
230,2020-12-31,72,Value,0,-11054212,15572305,4518093
230,2021-03-31,72,Value,0,-11054212,15572305,4518093
230,2021-06-30,72,Value,0,-11054212,15572305,4518093
230,2021-09-30,72,Value,0,-11054212,15572305,4518093
230,2021-12-31,72,Value,0,-11054212,15572305,4518093
236,2020-01-15,75,Capital Call,0,-10017184,84188424,74171240
236,2020-01-15,75,Distribution,-164,-10017184,84188260,74171076
236,2020-02-29,75,Value,0,-10017184,84188260,74171076
236,2020-04-15,75,Capital Call,0,-10017184,84188260,74171076
236,2020-04-15,75,Distribution,1,-10017184,84188261,74171077
236,2020-05-31,75,Value,0,-10017184,84188261,74171077
236,2020-08-31,75,Value,0,-10017184,84188261,74171077
236,2020-11-30,75,Value,0,-10017184,84188261,74171077
236,2021-05-31,75,Value,0,-10017184,84188261,74171077
236,2021-08-31,75,Value,0,-10017184,84188261,74171077
236,2021-12-31,75,Value,0,-10017184,84188261,74171077
237,2020-02-29,75,Value,0,-10001330,19757176,9755846
237,2020-05-31,75,Value,0,-10001330,19757176,9755846
237,2020-07-16,75,Distribution,-2,-10001330,19757174,9755844
237,2020-08-31,75,Value,0,-10001330,19757174,9755844
237,2020-11-30,75,Value,0,-10001330,19757174,9755844
237,2021-02-28,75,Value,0,-10001330,19757174,9755844
237,2021-05-31,75,Value,0,-10001330,19757174,9755844
237,2021-08-31,75,Value,0,-10001330,19757174,9755844
237,2021-10-16,75,Capital Call,0,-10001330,19757174,9755844
237,2021-10-16,75,Distribution,0,-10001330,19757174,9755844
237,2021-12-31,75,Value,0,-10001330,19757174,9755844
238,2020-03-31,75,Value,0,-10582426,6561263,-4021163
238,2020-06-30,75,Value,0,-10582426,6561263,-4021163
238,2020-09-30,75,Value,0,-10582426,6561263,-4021163
238,2020-12-31,75,Value,0,-10582426,6561263,-4021163
238,2021-03-31,75,Value,0,-10582426,6561263,-4021163
238,2021-06-30,75,Value,0,-10582426,6561263,-4021163
238,2021-09-30,75,Value,0,-10582426,6561263,-4021163
238,2021-12-31,75,Value,0,-10582426,6561263,-4021163
239,2020-02-15,75,Distribution,0,-10000000,8056767,-1943233
239,2020-03-31,75,Value,17120,-10000000,8056767,-1943233
239,2020-05-16,75,Distribution,0,-10000000,8056767,-1943233
239,2020-06-30,75,Value,16460,-10000000,8056767,-1943233
239,2020-09-30,75,Value,16160,-10000000,8056767,-1943233
239,2020-11-15,75,Distribution,14978,-10000000,8071745,-1928255
239,2020-12-31,75,Value,16160,-10000000,8071745,-1928255
239,2021-12-31,75,Value,0,-10000000,8071745,-1928255
240,2020-02-15,75,Distribution,0,-10000005,16191445,6191440
240,2020-03-31,75,Value,353790,-10000005,16191445,6191440
240,2020-05-16,75,Distribution,180723,-10000005,16372168,6372163
240,2020-06-30,75,Value,172770,-10000005,16372168,6372163
240,2020-09-30,75,Value,173270,-10000005,16372168,6372163
240,2020-11-15,75,Distribution,0,-10000005,16372168,6372163
240,2020-12-31,75,Value,173280,-10000005,16372168,6372163
246,2020-03-31,79,Value,0,-10193181,15922430,5729249
246,2020-06-30,79,Value,0,-10193181,15922430,5729249
246,2020-09-30,79,Value,0,-10193181,15922430,5729249
246,2020-12-31,79,Value,0,-10193181,15922430,5729249
246,2021-03-31,79,Value,0,-10193181,15922430,5729249
246,2021-06-30,79,Value,0,-10193181,15922430,5729249
246,2021-09-30,79,Value,0,-10193181,15922430,5729249
246,2021-12-31,79,Value,0,-10193181,15922430,5729249
251,2020-03-31,335,Value,0,-8200000,16547600,8347600
251,2020-06-30,335,Value,0,-8200000,16547600,8347600
251,2020-09-30,335,Value,0,-8200000,16547600,8347600
251,2020-12-31,335,Value,0,-8200000,16547600,8347600
251,2021-03-31,335,Value,0,-8200000,16547600,8347600
251,2021-06-30,335,Value,0,-8200000,16547600,8347600
251,2021-09-30,335,Value,0,-8200000,16547600,8347600
251,2021-12-31,335,Value,0,-8200000,16547600,8347600
255,2020-01-15,81,Capital Call,0,-10309731,10804556,494825
255,2020-01-15,81,Distribution,0,-10309731,10804556,494825
255,2020-02-29,81,Value,1100260,-10309731,10804556,494825
255,2020-04-15,81,Capital Call,0,-10309731,10804556,494825
255,2020-04-15,81,Distribution,0,-10309731,10804556,494825
255,2020-05-31,81,Value,1405230,-10309731,10804556,494825
255,2020-08-31,81,Value,2075610,-10309731,10804556,494825
255,2020-11-30,81,Value,2426750,-10309731,10804556,494825
255,2021-02-28,81,Value,2426750,-10309731,10804556,494825
255,2021-05-31,81,Value,3166210,-10309731,10804556,494825
255,2021-08-31,81,Value,3161250,-10309731,10804556,494825
255,2021-10-16,81,Capital Call,0,-10309731,10804556,494825
255,2021-10-16,81,Distribution,0,-10309731,10804556,494825
255,2021-11-30,81,Value,3159440,-10309731,10804556,494825
258,2020-03-31,736,Value,0,-10000000,26250147,16250147
